% Moku:Go Oscilloscope
% Channel A (Input 2), DC coupling, 1 x probe attenuation
% Channel B (Input 1), DC coupling, 1 x probe attenuation
% Time span 295.4 ms, time offset 3.629 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-06-23 T 17:12:21 +0200
% Time (s), Channel A (Input 2) (V), Channel B (Input 1) (V)
1.105152960000e-01, 7.016365e+00, 3.358574e-01
1.108049280000e-01, 6.998046e+00, 3.334148e-01
1.110945600000e-01, 6.961407e+00, 3.334148e-01
1.113841920000e-01, 6.943087e+00, 3.334148e-01
1.116738240000e-01, 6.924768e+00, 3.358574e-01
1.119634560000e-01, 6.894235e+00, 3.334148e-01
1.122530880000e-01, 6.869809e+00, 3.346361e-01
1.125427200000e-01, 6.839277e+00, 3.334148e-01
1.128323520000e-01, 6.814851e+00, 3.346361e-01
1.131219840000e-01, 6.796531e+00, 3.346361e-01
1.134116160000e-01, 6.765999e+00, 3.346361e-01
1.137012480000e-01, 6.747679e+00, 3.334148e-01
1.139908800000e-01, 6.729360e+00, 3.346361e-01
1.142805120000e-01, 6.698827e+00, 3.334148e-01
1.145701440000e-01, 6.680508e+00, 3.346361e-01
1.148597760000e-01, 6.656082e+00, 3.346361e-01
1.151494080000e-01, 6.625550e+00, 3.346361e-01
1.154390400000e-01, 6.601124e+00, 3.334148e-01
1.157286720000e-01, 6.576698e+00, 3.346361e-01
1.160183040000e-01, 6.558378e+00, 3.346361e-01
1.163079360000e-01, 6.527846e+00, 3.334148e-01
1.165975680000e-01, 6.509526e+00, 3.346361e-01
1.168872000000e-01, 6.485100e+00, 3.346361e-01
1.171768320000e-01, 6.454568e+00, 3.346361e-01
1.174664640000e-01, 6.436248e+00, 3.334148e-01
1.177560960000e-01, 6.411822e+00, 3.334148e-01
1.180457280000e-01, 6.381290e+00, 3.334148e-01
1.183353600000e-01, 6.362970e+00, 3.334148e-01
1.186249920000e-01, 6.338544e+00, 3.346361e-01
1.189146240000e-01, 6.320225e+00, 3.334148e-01
1.192042560000e-01, 6.289692e+00, 3.346361e-01
1.194938880000e-01, 6.271373e+00, 3.346361e-01
1.197835200000e-01, 6.246947e+00, 3.346361e-01
1.200731520000e-01, 6.228627e+00, 3.334148e-01
1.203627840000e-01, 6.198095e+00, 3.346361e-01
1.206524160000e-01, 6.173669e+00, 3.346361e-01
1.209420480000e-01, 6.149243e+00, 3.358574e-01
1.212316800000e-01, 6.130923e+00, 3.334148e-01
1.215213120000e-01, 6.106497e+00, 3.346361e-01
1.218109440000e-01, 6.082071e+00, 3.334148e-01
1.221005760000e-01, 6.057645e+00, 3.346361e-01
1.223902080000e-01, 6.027113e+00, 3.334148e-01
1.226798400000e-01, 6.008793e+00, 3.334148e-01
1.229694720000e-01, 5.984367e+00, 3.346361e-01
1.232591040000e-01, 5.966048e+00, 3.334148e-01
1.235487360000e-01, 5.935515e+00, 3.346361e-01
1.238383680000e-01, 5.911089e+00, 3.334148e-01
1.241280000000e-01, 5.886663e+00, 3.346361e-01
1.244176320000e-01, 5.862237e+00, 3.346361e-01
1.247072640000e-01, 5.837811e+00, 3.334148e-01
1.249968960000e-01, 5.813385e+00, 3.334148e-01
1.252865280000e-01, 5.788959e+00, 3.346361e-01
1.255761600000e-01, 5.764533e+00, 3.346361e-01
1.258657920000e-01, 5.740107e+00, 3.334148e-01
1.261554240000e-01, 5.721788e+00, 3.334148e-01
1.264450560000e-01, 5.697362e+00, 3.346361e-01
1.267346880000e-01, 5.672936e+00, 3.334148e-01
1.270243200000e-01, 5.654616e+00, 3.346361e-01
1.273139520000e-01, 5.630190e+00, 3.346361e-01
1.276035840000e-01, 5.611871e+00, 3.334148e-01
1.278932160000e-01, 5.587445e+00, 3.346361e-01
1.281828480000e-01, 5.556913e+00, 3.346361e-01
1.284724800000e-01, 5.532487e+00, 3.334148e-01
1.287621120000e-01, 5.514167e+00, 3.334148e-01
1.290517440000e-01, 5.483635e+00, 3.346361e-01
1.293413760000e-01, 5.471422e+00, 3.346361e-01
1.296310080000e-01, 5.440889e+00, 3.334148e-01
1.299206400000e-01, 5.422570e+00, 3.346361e-01
1.302102720000e-01, 5.392037e+00, 3.334148e-01
1.304999040000e-01, 5.367611e+00, 3.334148e-01
1.307895360000e-01, 5.349292e+00, 3.334148e-01
1.310791680000e-01, 5.312653e+00, 3.346361e-01
1.313688000000e-01, 5.294333e+00, 3.334148e-01
1.316584320000e-01, 5.276014e+00, 3.334148e-01
1.319480640000e-01, 5.251588e+00, 3.346361e-01
1.322376960000e-01, 5.221055e+00, 3.334148e-01
1.325273280000e-01, 5.196629e+00, 3.334148e-01
1.328169600000e-01, 5.172203e+00, 3.346361e-01
1.331065920000e-01, 5.153884e+00, 3.334148e-01
1.333962240000e-01, 5.129458e+00, 3.346361e-01
1.336858560000e-01, 5.105032e+00, 3.346361e-01
1.339754880000e-01, 5.080606e+00, 3.334148e-01
1.342651200000e-01, 5.050073e+00, 3.334148e-01
1.345547520000e-01, 5.037860e+00, 3.334148e-01
1.348443840000e-01, 5.007328e+00, 3.334148e-01
1.351340160000e-01, 4.982902e+00, 3.334148e-01
1.354236480000e-01, 4.970689e+00, 3.346361e-01
1.357132800000e-01, 4.934050e+00, 3.334148e-01
1.360029120000e-01, 4.915730e+00, 3.334148e-01
1.362925440000e-01, 4.897411e+00, 3.334148e-01
1.365821760000e-01, 4.872985e+00, 3.346361e-01
1.368718080000e-01, 4.842452e+00, 3.334148e-01
1.371614400000e-01, 4.818026e+00, 3.334148e-01
1.374510720000e-01, 4.805813e+00, 3.346361e-01
1.377407040000e-01, 4.781387e+00, 3.334148e-01
1.380303360000e-01, 4.750855e+00, 3.334148e-01
1.383199680000e-01, 4.726429e+00, 3.334148e-01
1.386096000000e-01, 4.708109e+00, 3.334148e-01
1.388992320000e-01, 4.683683e+00, 3.334148e-01
1.391888640000e-01, 4.653151e+00, 3.334148e-01
1.394784960000e-01, 4.634831e+00, 3.334148e-01
1.397681280000e-01, 4.604299e+00, 3.334148e-01
1.400577600000e-01, 4.585979e+00, 3.321935e-01
1.403473920000e-01, 4.555447e+00, 3.321935e-01
1.406370240000e-01, 4.543234e+00, 3.334148e-01
1.409266560000e-01, 4.506595e+00, 3.334148e-01
1.412162880000e-01, 4.494382e+00, 3.334148e-01
1.415059200000e-01, 4.469956e+00, 3.334148e-01
1.417955520000e-01, 4.439424e+00, 3.334148e-01
1.420851840000e-01, 4.414998e+00, 3.321935e-01
1.423748160000e-01, 4.396678e+00, 3.334148e-01
1.426644480000e-01, 4.366146e+00, 3.346361e-01
1.429540800000e-01, 4.341720e+00, 3.334148e-01
1.432437120000e-01, 4.323400e+00, 3.334148e-01
1.435333440000e-01, 4.298974e+00, 3.334148e-01
1.438229760000e-01, 4.280655e+00, 3.334148e-01
1.441126080000e-01, 4.250122e+00, 3.334148e-01
1.444022400000e-01, 4.231803e+00, 3.334148e-01
1.446918720000e-01, 4.207377e+00, 3.334148e-01
1.449815040000e-01, 4.182951e+00, 3.346361e-01
